"-0.5","0.10044511"
"-0.479798","0.1126058"
"-0.459596","0.12593815"
"-0.4393939","0.14049318"
"-0.4191919","0.15631233"
"-0.3989899","0.17342605"
"-0.3787879","0.19185191"
"-0.3585859","0.21159358"
"-0.3383838","0.23263985"
"-0.3181818","0.2549639"
"-0.2979798","0.27852437"
"-0.2777778","0.30326524"
"-0.2575758","0.32911748"
"-0.2373737","0.35600078"
"-0.2171717","0.3838249"
"-0.1969697","0.41249296"
"-0.1767677","0.441903"
"-0.1565657","0.47195065"
"-0.1363636","0.50253135"
"-0.1161616","0.533542"
"-0.0959596","0.56488323"
"-0.07575758","0.5964608"
"-0.05555556","0.62818617"
"-0.03535354","0.6599777"
"-0.01515152","0.69176084"
"0.005050505","0.72346836"
"0.02525253","0.75503993"
"0.04545455","0.786422"
"0.06565657","0.8175671"
"0.08585859","0.84843314"
"0.1060606","0.8789826"
"0.1262626","0.90918195"
"0.1464646","0.9390006"
"0.1666667","0.96841055"
"0.1868687","0.9973849"
"0.2070707","1.0258983"
"0.2272727","1.0539259"
"0.2474747","1.0814426"
"0.2676768","1.1084234"
"0.2878788","1.1348422"
"0.3080808","1.1606725"
"0.3282828","1.1858867"
"0.3484848","1.210456"
"0.3686869","1.23435"
"0.3888889","1.2575369"
"0.4090909","1.2799836"
"0.4292929","1.301655"
"0.4494949","1.3225144"
"0.469697","1.3425233"
"0.489899","1.3616407"
"0.510101","1.379824"
"0.530303","1.3970283"
"0.5505051","1.4132065"
"0.5707071","1.4283087"
"0.5909091","1.442283"
"0.6111111","1.4550748"
"0.6313131","1.4666266"
"0.6515152","1.4768786"
"0.6717172","1.4857678"
"0.6919192","1.4932284"
"0.7121212","1.4991918"
"0.7323232","1.5035862"
"0.7525253","1.506337"
"0.7727273","1.5073664"
"0.7929293","1.5065936"
"0.8131313","1.5039346"
"0.8333333","1.4993029"
"0.8535354","1.4926084"
"0.8737374","1.4837589"
"0.8939394","1.4726592"
"0.9141414","1.459212"
"0.9343434","1.4433179"
"0.9545455","1.4248761"
"0.9747475","1.4037852"
"0.9949495","1.379944"
"1.01515","1.3532546"
"1.03535","1.3236188"
"1.05556","1.2909273"
"1.07576","1.2551286"
"1.09596","1.2161347"
"1.11616","1.1738895"
"1.13636","1.1283599"
"1.15657","1.0795187"
"1.17677","1.0274528"
"1.19697","0.972233"
"1.21717","0.9140246"
"1.23737","0.85308486"
"1.25758","0.7897542"
"1.27778","0.7246085"
"1.29798","0.65829504"
"1.31818","0.5916727"
"1.33838","0.5257853"
"1.35859","0.46180344"
"1.37879","0.40108672"
"1.39899","0.3448862"
"1.41919","0.29433128"
"1.43939","0.25024948"
"1.4596","0.2130347"
"1.4798","0.18267635"
"1.5","0.15869108"
"1.5202","0.14031357"
"1.5404","0.12661992"
"1.5606","0.116661794"
"1.5808","0.10956511"
"1.601","0.10458578"
"1.6212","0.10112843"
"1.6414","0.09874017"
"1.6616","0.09709045"
"1.6818","0.09594623"
"1.702","0.09514775"
"1.7222","0.094587825"
"1.7424","0.09419543"
"1.7626","0.093923666"
"1.7828","0.09374123"
"1.803","0.09362675"
"1.8232","0.09356515"
"1.8434","0.09354531"
"1.8636","0.09355875"
"1.8838","0.09359875"
"1.904","0.09365986"
