"-0.5","0.12567136"
"-0.479798","0.1406137"
"-0.459596","0.15693371"
"-0.4393939","0.17467943"
"-0.4191919","0.19388638"
"-0.3989899","0.21457641"
"-0.3787879","0.23675612"
"-0.3585859","0.26041624"
"-0.3383838","0.28553128"
"-0.3181818","0.31205964"
"-0.2979798","0.33994526"
"-0.2777778","0.36911842"
"-0.2575758","0.399498"
"-0.2373737","0.43099385"
"-0.2171717","0.4635085"
"-0.1969697","0.4969407"
"-0.1767677","0.5311874"
"-0.1565657","0.5661461"
"-0.1363636","0.6017168"
"-0.1161616","0.6378039"
"-0.0959596","0.67431766"
"-0.07575758","0.71117526"
"-0.05555556","0.7483014"
"-0.03535354","0.7856286"
"-0.01515152","0.8230974"
"0.005050505","0.8606562"
"0.02525253","0.8982606"
"0.04545455","0.9358729"
"0.06565657","0.9734618"
"0.08585859","1.0110009"
"0.1060606","1.0484685"
"0.1262626","1.0858465"
"0.1464646","1.1231203"
"0.1666667","1.1602772"
"0.1868687","1.1973062"
"0.2070707","1.234198"
"0.2272727","1.2709438"
"0.2474747","1.3075358"
"0.2676768","1.3439662"
"0.2878788","1.3802272"
"0.3080808","1.4163113"
"0.3282828","1.4522107"
"0.3484848","1.4879174"
"0.3686869","1.5234233"
"0.3888889","1.5587195"
"0.4090909","1.5937976"
"0.4292929","1.6286479"
"0.4494949","1.6632613"
"0.469697","1.6976278"
"0.489899","1.7317368"
"0.510101","1.7655777"
"0.530303","1.7991393"
"0.5505051","1.8324102"
"0.5707071","1.865378"
"0.5909091","1.8980306"
"0.6111111","1.9303547"
"0.6313131","1.9623369"
"0.6515152","1.9939634"
"0.6717172","2.0252194"
"0.6919192","2.0560899"
"0.7121212","2.0865595"
"0.7323232","2.116612"
"0.7525253","2.1462305"
"0.7727273","2.1753976"
"0.7929293","2.2040956"
"0.8131313","2.2323058"
"0.8333333","2.260009"
"0.8535354","2.287186"
"0.8737374","2.3138154"
"0.8939394","2.3398767"
"0.9141414","2.365348"
"0.9343434","2.3902075"
"0.9545455","2.4144316"
"0.9747475","2.437997"
"0.9949495","2.4608796"
"1.01515","2.4830527"
"1.03535","2.5044928"
"1.05556","2.5251842"
"1.07576","2.5450802"
"1.09596","2.5641649"
"1.11616","2.5824108"
"1.13636","2.5997908"
"1.15657","2.6162853"
"1.17677","2.6318505"
"1.19697","2.646467"
"1.21717","2.6601076"
"1.23737","2.6727457"
"1.25758","2.6843598"
"1.27778","2.6949131"
"1.29798","2.704387"
"1.31818","2.7127583"
"1.33838","2.7200058"
"1.35859","2.726112"
"1.37879","2.7310543"
"1.39899","2.734822"
"1.41919","2.737404"
"1.43939","2.738794"
"1.4596","2.7389896"
"1.4798","2.7379935"
"1.5","2.7358155"
"1.5202","2.732471"
"1.5404","2.7279832"
"1.5606","2.7223835"
"1.5808","2.7157116"
"1.601","2.708017"
"1.6212","2.6993587"
"1.6414","2.689806"
"1.6616","2.6794388"
"1.6818","2.6683466"
"1.702","2.6566293"
"1.7222","2.6443949"
"1.7424","2.631759"
"1.7626","2.6188424"
"1.7828","2.60577"
"1.803","2.5926669"
"1.8232","2.579656"
"1.8434","2.5668552"
"1.8636","2.5543737"
"1.8838","2.5423102"
"1.904","2.5307488"
